demand_line_id,asn,part_number,delivery_date,quantity_needed,batch,plant,quantity_allocated
DL00642,ASN500057,P1227,2026-02-28,40,B00392,PLT-03,20
DL00647,ASN500025,P1229,2026-01-21,69,B00393,PLT-02,17
DL00647,ASN500025,P1229,2026-01-21,69,B00394,PLT-01,19
DL00648,ASN500003,P1230,2026-02-05,116,B00395,PLT-01,103
DL00648,ASN500003,P1230,2026-02-05,116,B00396,PLT-01,3
DL00648,ASN500003,P1230,2026-02-05,116,B00396,PLT-02,10
DL00649,ASN500010,P1230,2026-01-20,78,B00396,PLT-02,33
DL00649,ASN500010,P1230,2026-01-20,78,B00397,PLT-01,45
DL00650,ASN500078,P1230,2026-03-29,93,B00397,PLT-01,52
DL00657,ASN500139,P1232,2026-04-23,78,B00398,PLT-03,78
DL00662,ASN500079,P1234,2026-02-06,12,B00399,PLT-01,12
DL00663,ASN500085,P1234,2026-01-30,61,B00399,PLT-01,61
DL00664,ASN500131,P1234,2026-02-24,144,B00399,PLT-01,11
DL00666,ASN500041,P1235,2026-02-16,66,B00400,PLT-01,66
DL00667,ASN500083,P1235,2026-02-09,130,B00400,PLT-01,64
DL00667,ASN500083,P1235,2026-02-09,130,B00400,PLT-03,66
DL00668,ASN500072,P1235,2026-02-12,60,B00400,PLT-03,60
DL00669,ASN500005,P1236,2026-03-17,45,B00401,PLT-03,19
DL00669,ASN500005,P1236,2026-03-17,45,B00402,PLT-02,26
DL00670,ASN500089,P1237,2026-03-31,117,B00403,PLT-02,117
DL00671,ASN500132,P1238,2026-04-22,104,B00404,PLT-03,104
DL00672,ASN500090,P1239,2026-03-13,32,B00405,PLT-01,32
DL00673,ASN500057,P1239,2026-04-10,178,B00405,PLT-01,178
DL00674,ASN500039,P1239,2026-02-18,111,B00405,PLT-01,2
DL00676,ASN500070,P1240,2026-01-18,137,B00406,PLT-03,137
DL00677,ASN500121,P1240,2026-04-16,73,B00406,PLT-03,73
DL00678,ASN500105,P1241,2026-01-06,31,B00407,PLT-03,31
DL00679,ASN500105,P1241,2026-03-21,145,B00407,PLT-03,25
DL00679,ASN500105,P1241,2026-03-21,145,B00408,PLT-01,120
DL00680,ASN500127,P1242,2026-03-20,106,B00409,PLT-03,106
DL00683,ASN500117,P1244,2026-04-08,78,B00410,PLT-02,78
DL00684,ASN500090,P1244,2026-02-20,79,B00410,PLT-02,36
DL00684,ASN500090,P1244,2026-02-20,79,B00411,PLT-01,43
DL00685,ASN500100,P1244,2026-03-18,139,B00411,PLT-01,139
DL00686,ASN500098,P1244,2026-02-16,170,B00411,PLT-01,170
DL00687,ASN500127,P1245,2026-03-03,102,B00412,PLT-01,35
DL00687,ASN500127,P1245,2026-03-03,102,B00412,PLT-02,2
DL00687,ASN500127,P1245,2026-03-03,102,B00413,PLT-03,13
DL00687,ASN500127,P1245,2026-03-03,102,B00414,PLT-01,52
DL00688,ASN500047,P1246,2026-02-13,142,B00415,PLT-03,106
DL00692,ASN500062,P1248,2026-02-01,88,B00416,PLT-02,88
DL00693,ASN500109,P1248,2026-01-09,7,B00416,PLT-02,7
DL00694,ASN500012,P1248,2026-03-19,70,B00416,PLT-02,17
DL00694,ASN500012,P1248,2026-03-19,70,B00417,PLT-03,53
DL00695,ASN500127,P1248,2026-05-03,81,B00417,PLT-03,3
DL00695,ASN500127,P1248,2026-05-03,81,B00418,PLT-02,78
DL00696,ASN500137,P1248,2026-03-15,84,B00418,PLT-02,84
DL00702,ASN500134,P1250,2026-01-18,63,B00419,PLT-01,13
DL00702,ASN500134,P1250,2026-01-18,63,B00420,PLT-03,16
DL00703,ASN500095,P1251,2026-02-26,133,B00421,PLT-01,4
DL00703,ASN500095,P1251,2026-02-26,133,B00421,PLT-03,16
DL00703,ASN500095,P1251,2026-02-26,133,B00422,PLT-01,53
DL00703,ASN500095,P1251,2026-02-26,133,B00422,PLT-02,60
DL00704,ASN500039,P1251,2026-02-28,53,B00422,PLT-02,16
DL00707,ASN500043,P1252,2026-02-15,97,B00423,PLT-01,26
DL00707,ASN500043,P1252,2026-02-15,97,B00423,PLT-02,12
DL00708,ASN500019,P1253,2026-03-12,84,B00424,PLT-03,29
DL00708,ASN500019,P1253,2026-03-12,84,B00425,PLT-01,55
DL00709,ASN500044,P1253,2026-03-30,33,B00425,PLT-01,33
DL00710,ASN500075,P1253,2026-04-21,92,B00425,PLT-01,92
DL00711,ASN500107,P1254,2026-01-26,166,B00426,PLT-02,111
DL00711,ASN500107,P1254,2026-01-26,166,B00426,PLT-03,55
DL00712,ASN500134,P1254,2026-04-20,79,B00426,PLT-03,79
DL00713,ASN500130,P1254,2026-03-11,58,B00426,PLT-03,58
DL00714,ASN500048,P1254,2026-01-29,110,B00426,PLT-03,110
DL00715,ASN500015,P1254,2026-03-19,166,B00426,PLT-03,166
DL00716,ASN500027,P1255,2026-03-19,95,B00427,PLT-02,38
DL00716,ASN500027,P1255,2026-03-19,95,B00427,PLT-03,57
DL00717,ASN500010,P1255,2026-01-07,110,B00427,PLT-03,110
DL00718,ASN500000,P1255,2026-04-06,83,B00427,PLT-03,83
DL00719,ASN500001,P1255,2026-02-25,82,B00427,PLT-03,82
DL00720,ASN500025,P1255,2026-01-07,155,B00427,PLT-03,155
DL00721,ASN500050,P1256,2026-03-10,49,B00428,PLT-02,13
DL00721,ASN500050,P1256,2026-03-10,49,B00429,PLT-02,8
DL00721,ASN500050,P1256,2026-03-10,49,B00430,PLT-02,6
DL00721,ASN500050,P1256,2026-03-10,49,B00430,PLT-03,22
DL00722,ASN500068,P1257,2026-04-30,170,B00431,PLT-02,136
DL00722,ASN500068,P1257,2026-04-30,170,B00432,PLT-01,34
DL00723,ASN500136,P1257,2026-01-24,136,B00432,PLT-01,20
DL00723,ASN500136,P1257,2026-01-24,136,B00432,PLT-02,53
DL00723,ASN500136,P1257,2026-01-24,136,B00433,PLT-03,63
DL00724,ASN500050,P1257,2026-03-24,110,B00433,PLT-03,83
DL00727,ASN500025,P1258,2026-01-27,24,B00434,PLT-03,4
DL00727,ASN500025,P1258,2026-01-27,24,B00435,PLT-01,9
DL00727,ASN500025,P1258,2026-01-27,24,B00436,PLT-01,11
DL00728,ASN500125,P1259,2026-03-25,124,B00437,PLT-01,5
DL00728,ASN500125,P1259,2026-03-25,124,B00438,PLT-01,119
DL00729,ASN500110,P1259,2026-03-30,20,B00438,PLT-03,20
DL00730,ASN500003,P1259,2026-04-14,180,B00438,PLT-03,180
DL00731,ASN500082,P1259,2026-04-07,41,B00438,PLT-03,41
DL00732,ASN500060,P1259,2026-02-10,95,B00438,PLT-03,95
DL00733,ASN500008,P1260,2026-03-27,73,B00439,PLT-02,17
DL00733,ASN500008,P1260,2026-03-27,73,B00440,PLT-03,56
DL00734,ASN500025,P1260,2026-01-14,154,B00440,PLT-03,98
DL00735,ASN500049,P1261,2026-03-26,120,B00441,PLT-01,61
DL00735,ASN500049,P1261,2026-03-26,120,B00441,PLT-03,59
DL00736,ASN500098,P1261,2026-01-12,10,B00441,PLT-03,10
DL00737,ASN500056,P1261,2026-03-21,106,B00441,PLT-03,32
DL00738,ASN500112,P1262,2026-03-26,18,B00442,PLT-03,18
DL00739,ASN500063,P1263,2026-01-11,62,B00443,PLT-01,15
DL00739,ASN500063,P1263,2026-01-11,62,B00444,PLT-01,19
DL00739,ASN500063,P1263,2026-01-11,62,B00444,PLT-02,3
DL00739,ASN500063,P1263,2026-01-11,62,B00445,PLT-02,25
DL00740,ASN500040,P1263,2026-04-25,155,B00445,PLT-02,34
DL00741,ASN500080,P1264,2026-05-01,6,B00446,PLT-01,6
DL00742,ASN500116,P1264,2026-02-28,82,B00446,PLT-01,5
DL00742,ASN500116,P1264,2026-02-28,82,B00447,PLT-03,4
DL00742,ASN500116,P1264,2026-02-28,82,B00448,PLT-02,49
DL00743,ASN500064,P1265,2026-01-14,131,B00449,PLT-02,22
DL00743,ASN500064,P1265,2026-01-14,131,B00449,PLT-03,26
DL00743,ASN500064,P1265,2026-01-14,131,B00450,PLT-01,46
DL00743,ASN500064,P1265,2026-01-14,131,B00451,PLT-02,37
DL00744,ASN500062,P1265,2026-02-24,178,B00451,PLT-02,21
DL00748,ASN500091,P1266,2026-01-29,102,B00452,PLT-01,35
DL00748,ASN500091,P1266,2026-01-29,102,B00452,PLT-02,15
DL00748,ASN500091,P1266,2026-01-29,102,B00453,PLT-02,13
DL00748,ASN500091,P1266,2026-01-29,102,B00453,PLT-03,39
DL00749,ASN500001,P1266,2026-02-25,79,B00453,PLT-03,79
DL00750,ASN500092,P1267,2026-02-17,34,B00454,PLT-03,34
DL00751,ASN500136,P1267,2026-02-17,103,B00454,PLT-03,38
DL00751,ASN500136,P1267,2026-02-17,103,B00455,PLT-02,15
DL00751,ASN500136,P1267,2026-02-17,103,B00456,PLT-01,50
DL00752,ASN500103,P1267,2026-01-14,171,B00456,PLT-01,2
DL00752,ASN500103,P1267,2026-01-14,171,B00456,PLT-02,136
DL00755,ASN500048,P1268,2026-02-11,124,B00457,PLT-01,67
DL00755,ASN500048,P1268,2026-02-11,124,B00457,PLT-02,4
DL00755,ASN500048,P1268,2026-02-11,124,B00458,PLT-01,35
DL00755,ASN500048,P1268,2026-02-11,124,B00458,PLT-03,18
DL00756,ASN500088,P1268,2026-03-02,65,B00458,PLT-03,40
DL00756,ASN500088,P1268,2026-03-02,65,B00459,PLT-02,25
DL00757,ASN500008,P1268,2026-04-01,76,B00459,PLT-02,76
DL00758,ASN500006,P1268,2026-04-19,92,B00459,PLT-02,92
DL00759,ASN500061,P1269,2026-01-17,38,B00460,PLT-02,29
DL00759,ASN500061,P1269,2026-01-17,38,B00461,PLT-02,9
DL00760,ASN500050,P1269,2026-03-16,74,B00461,PLT-02,34
DL00760,ASN500050,P1269,2026-03-16,74,B00462,PLT-01,40
DL00761,ASN500113,P1270,2026-04-23,124,B00463,PLT-03,52
DL00763,ASN500055,P1271,2026-02-23,108,B00464,PLT-02,108
DL00764,ASN500053,P1271,2026-03-07,81,B00464,PLT-02,59
DL00766,ASN500033,P1272,2026-03-23,71,B00465,PLT-01,6
DL00766,ASN500033,P1272,2026-03-23,71,B00466,PLT-01,65
DL00767,ASN500112,P1272,2026-02-22,155,B00466,PLT-03,44
DL00770,ASN500131,P1273,2026-03-16,28,B00467,PLT-01,4
DL00770,ASN500131,P1273,2026-03-16,28,B00468,PLT-02,2
DL00770,ASN500131,P1273,2026-03-16,28,B00469,PLT-02,14
DL00774,ASN500059,P1275,2026-01-30,87,B00470,PLT-01,31
DL00774,ASN500059,P1275,2026-01-30,87,B00471,PLT-01,21
DL00774,ASN500059,P1275,2026-01-30,87,B00472,PLT-03,35
DL00775,ASN500027,P1275,2026-03-18,22,B00472,PLT-03,22
DL00776,ASN500128,P1276,2026-01-30,81,B00473,PLT-01,4
DL00776,ASN500128,P1276,2026-01-30,81,B00474,PLT-01,51
DL00776,ASN500128,P1276,2026-01-30,81,B00474,PLT-03,5
DL00776,ASN500128,P1276,2026-01-30,81,B00475,PLT-03,21
DL00777,ASN500016,P1276,2026-01-17,84,B00475,PLT-03,39
DL00779,ASN500072,P1277,2026-02-26,96,B00476,PLT-01,56
DL00779,ASN500072,P1277,2026-02-26,96,B00476,PLT-02,40
DL00780,ASN500118,P1277,2026-04-28,165,B00476,PLT-02,32
DL00780,ASN500118,P1277,2026-04-28,165,B00477,PLT-02,38
DL00780,ASN500118,P1277,2026-04-28,165,B00478,PLT-01,95
DL00781,ASN500033,P1277,2026-01-28,75,B00478,PLT-01,1
DL00781,ASN500033,P1277,2026-01-28,75,B00478,PLT-03,71
DL00783,ASN500105,P1278,2026-03-31,11,B00479,PLT-01,11
DL00784,ASN500118,P1278,2026-04-24,68,B00479,PLT-01,5
DL00784,ASN500118,P1278,2026-04-24,68,B00480,PLT-02,11
DL00784,ASN500118,P1278,2026-04-24,68,B00481,PLT-02,9
DL00784,ASN500118,P1278,2026-04-24,68,B00481,PLT-03,17
DL00786,ASN500046,P1279,2026-01-20,79,B00482,PLT-02,8
DL00786,ASN500046,P1279,2026-01-20,79,B00483,PLT-03,45
DL00787,ASN500056,P1280,2026-01-11,178,B00484,PLT-02,62
DL00787,ASN500056,P1280,2026-01-11,178,B00485,PLT-03,112
DL00787,ASN500056,P1280,2026-01-11,178,B00486,PLT-01,4
DL00788,ASN500103,P1280,2026-03-24,15,B00486,PLT-01,15
DL00789,ASN500041,P1280,2026-01-31,115,B00486,PLT-01,115
DL00790,ASN500039,P1281,2026-04-10,102,B00487,PLT-01,16
DL00790,ASN500039,P1281,2026-04-10,102,B00487,PLT-03,17
DL00790,ASN500039,P1281,2026-04-10,102,B00488,PLT-03,69
DL00791,ASN500010,P1281,2026-02-14,146,B00488,PLT-03,74
DL00791,ASN500010,P1281,2026-02-14,146,B00489,PLT-01,72
DL00792,ASN500045,P1281,2026-04-23,149,B00489,PLT-01,88
DL00793,ASN500127,P1282,2026-02-07,138,B00490,PLT-01,138
DL00794,ASN500111,P1282,2026-04-03,176,B00490,PLT-01,176
DL00800,ASN500022,P1284,2026-04-04,111,B00491,PLT-02,14
DL00800,ASN500022,P1284,2026-04-04,111,B00491,PLT-03,97
DL00801,ASN500100,P1284,2026-04-22,162,B00491,PLT-03,39
DL00807,ASN500032,P1287,2026-04-13,130,B00492,PLT-02,130
DL00808,ASN500048,P1287,2026-04-05,16,B00492,PLT-02,16
DL00809,ASN500066,P1287,2026-03-16,49,B00492,PLT-02,49
DL00810,ASN500041,P1287,2026-02-05,168,B00492,PLT-02,168
DL00811,ASN500139,P1287,2026-02-06,71,B00492,PLT-02,71
DL00812,ASN500043,P1288,2026-02-19,96,B00493,PLT-02,7
DL00812,ASN500043,P1288,2026-02-19,96,B00494,PLT-03,39
DL00822,ASN500039,P1291,2026-03-06,158,B00495,PLT-02,74
DL00822,ASN500039,P1291,2026-03-06,158,B00496,PLT-01,52
DL00822,ASN500039,P1291,2026-03-06,158,B00497,PLT-01,32
DL00823,ASN500103,P1291,2026-01-20,57,B00497,PLT-01,57
DL00824,ASN500003,P1292,2026-03-09,97,B00498,PLT-01,97
DL00825,ASN500052,P1292,2026-01-13,16,B00498,PLT-01,16
DL00826,ASN500071,P1292,2026-01-31,82,B00498,PLT-01,30
DL00826,ASN500071,P1292,2026-01-31,82,B00499,PLT-01,52
DL00827,ASN500079,P1293,2026-01-20,119,B00500,PLT-02,59
DL00827,ASN500079,P1293,2026-01-20,119,B00501,PLT-01,60
DL00828,ASN500083,P1294,2026-03-06,118,B00502,PLT-01,9
DL00828,ASN500083,P1294,2026-03-06,118,B00502,PLT-03,37
DL00828,ASN500083,P1294,2026-03-06,118,B00503,PLT-01,22
DL00828,ASN500083,P1294,2026-03-06,118,B00504,PLT-01,50
DL00829,ASN500092,P1294,2026-01-27,79,B00504,PLT-01,79
DL00830,ASN500018,P1295,2026-01-07,16,B00505,PLT-02,16
DL00831,ASN500119,P1295,2026-01-16,129,B00505,PLT-02,129
DL00832,ASN500084,P1295,2026-02-08,149,B00505,PLT-02,149
DL00833,ASN500027,P1295,2026-03-09,170,B00505,PLT-02,170
DL00834,ASN500111,P1295,2026-01-30,130,B00505,PLT-02,130
DL00835,ASN500082,P1296,2026-02-20,7,B00506,PLT-01,7
DL00836,ASN500023,P1296,2026-02-11,169,B00506,PLT-01,95
DL00836,ASN500023,P1296,2026-02-11,169,B00506,PLT-02,53
DL00836,ASN500023,P1296,2026-02-11,169,B00507,PLT-01,21
DL00837,ASN500064,P1296,2026-02-06,172,B00507,PLT-01,172
DL00838,ASN500020,P1296,2026-04-11,40,B00507,PLT-01,40
DL00839,ASN500007,P1296,2026-04-15,11,B00507,PLT-01,11
DL00840,ASN500037,P1297,2026-02-22,80,B00508,PLT-03,80
DL00841,ASN500047,P1297,2026-03-14,168,B00508,PLT-03,130
DL00844,ASN500047,P1298,2026-04-21,170,B00509,PLT-02,59
DL00844,ASN500047,P1298,2026-04-21,170,B00509,PLT-03,111
DL00845,ASN500091,P1298,2026-02-04,86,B00509,PLT-03,2
DL00849,ASN500012,P1300,2026-03-10,60,B00510,PLT-03,26
DL00849,ASN500012,P1300,2026-03-10,60,B00511,PLT-01,34
DL00850,ASN500108,P1300,2026-04-09,132,B00511,PLT-01,85
DL00850,ASN500108,P1300,2026-04-09,132,B00512,PLT-01,47
DL00851,ASN500040,P1300,2026-03-24,81,B00512,PLT-01,27
DL00851,ASN500040,P1300,2026-03-24,81,B00512,PLT-03,54
DL00852,ASN500020,P1300,2026-04-04,41,B00512,PLT-03,41
DL00853,ASN500041,P1301,2026-03-03,40,B00513,PLT-01,31
DL00855,ASN500122,P1302,2026-02-02,53,B00514,PLT-03,3
DL00855,ASN500122,P1302,2026-02-02,53,B00515,PLT-01,26
DL00855,ASN500122,P1302,2026-02-02,53,B00515,PLT-02,24
DL00856,ASN500095,P1302,2026-01-10,5,B00515,PLT-02,5
DL00857,ASN500130,P1302,2026-01-24,113,B00515,PLT-02,8
DL00857,ASN500130,P1302,2026-01-24,113,B00516,PLT-01,52
DL00857,ASN500130,P1302,2026-01-24,113,B00516,PLT-03,19
DL00859,ASN500131,P1303,2026-04-29,112,B00517,PLT-01,51
DL00859,ASN500131,P1303,2026-04-29,112,B00518,PLT-03,22
DL00859,ASN500131,P1303,2026-04-29,112,B00519,PLT-01,39
DL00868,ASN500020,P1306,2026-04-08,20,B00520,PLT-02,20
DL00869,ASN500084,P1306,2026-03-31,160,B00520,PLT-02,151
DL00869,ASN500084,P1306,2026-03-31,160,B00520,PLT-03,9
DL00870,ASN500076,P1306,2026-03-20,149,B00520,PLT-03,80
DL00870,ASN500076,P1306,2026-03-20,149,B00521,PLT-02,69
DL00871,ASN500107,P1306,2026-03-08,99,B00521,PLT-02,99
DL00872,ASN500035,P1306,2026-04-26,81,B00521,PLT-02,81
DL00876,ASN500095,P1308,2026-03-21,147,B00522,PLT-03,147
DL00877,ASN500106,P1308,2026-03-14,97,B00522,PLT-03,84
DL00877,ASN500106,P1308,2026-03-14,97,B00523,PLT-01,13
DL00878,ASN500061,P1308,2026-03-03,149,B00523,PLT-01,149
DL00879,ASN500101,P1308,2026-01-20,71,B00523,PLT-01,71
DL00880,ASN500058,P1308,2026-04-29,51,B00523,PLT-01,51
DL00881,ASN500028,P1309,2026-04-26,61,B00524,PLT-03,61
DL00882,ASN500064,P1309,2026-01-18,171,B00524,PLT-03,171
DL00889,ASN500129,P1312,2026-03-27,34,B00525,PLT-02,34
DL00890,ASN500131,P1312,2026-03-05,31,B00525,PLT-02,31
DL00891,ASN500100,P1312,2026-01-27,144,B00525,PLT-02,144
DL00892,ASN500049,P1312,2026-03-07,149,B00525,PLT-02,6
DL00892,ASN500049,P1312,2026-03-07,149,B00525,PLT-03,143
DL00893,ASN500023,P1312,2026-02-22,40,B00525,PLT-03,40
DL00894,ASN500014,P1313,2026-02-05,108,B00526,PLT-01,108
DL00895,ASN500012,P1313,2026-01-11,100,B00526,PLT-01,100
DL00896,ASN500003,P1313,2026-02-02,157,B00526,PLT-01,21
DL00896,ASN500003,P1313,2026-02-02,157,B00527,PLT-01,136
DL00897,ASN500117,P1313,2026-01-21,81,B00527,PLT-01,81
DL00898,ASN500034,P1313,2026-05-02,114,B00527,PLT-01,114
DL00899,ASN500051,P1314,2026-01-20,149,B00528,PLT-01,10
DL00899,ASN500051,P1314,2026-01-20,149,B00528,PLT-02,99
DL00900,ASN500043,P1315,2026-04-11,98,B00529,PLT-01,98
DL00901,ASN500087,P1315,2026-01-07,179,B00529,PLT-01,8
DL00901,ASN500087,P1315,2026-01-07,179,B00530,PLT-01,171
DL00902,ASN500065,P1315,2026-02-05,36,B00530,PLT-01,36
DL00903,ASN500131,P1316,2026-02-20,139,B00531,PLT-02,81
DL00903,ASN500131,P1316,2026-02-20,139,B00531,PLT-03,25
DL00903,ASN500131,P1316,2026-02-20,139,B00532,PLT-03,31
DL00903,ASN500131,P1316,2026-02-20,139,B00533,PLT-01,2
DL00904,ASN500125,P1316,2026-04-20,16,B00533,PLT-01,16
DL00905,ASN500090,P1316,2026-02-20,30,B00533,PLT-01,30
DL00906,ASN500083,P1317,2026-01-20,159,B00534,PLT-01,4
DL00906,ASN500083,P1317,2026-01-20,159,B00534,PLT-03,155
DL00907,ASN500008,P1317,2026-02-06,177,B00534,PLT-03,62
DL00907,ASN500008,P1317,2026-02-06,177,B00535,PLT-02,52
DL00907,ASN500008,P1317,2026-02-06,177,B00536,PLT-02,63
DL00908,ASN500065,P1317,2026-01-30,95,B00536,PLT-02,95
DL00909,ASN500114,P1317,2026-04-23,10,B00536,PLT-02,10
DL00910,ASN500112,P1317,2026-04-17,34,B00536,PLT-02,34
DL00911,ASN500124,P1318,2026-01-15,33,B00537,PLT-03,2
DL00911,ASN500124,P1318,2026-01-15,33,B00538,PLT-02,20
DL00912,ASN500047,P1319,2026-03-17,43,B00539,PLT-01,43
DL00913,ASN500074,P1319,2026-04-01,180,B00539,PLT-01,24
DL00913,ASN500074,P1319,2026-04-01,180,B00540,PLT-03,156
DL00914,ASN500097,P1319,2026-03-22,41,B00540,PLT-03,41
DL00915,ASN500137,P1320,2026-03-03,73,B00541,PLT-02,7
DL00915,ASN500137,P1320,2026-03-03,73,B00542,PLT-02,66
DL00916,ASN500003,P1320,2026-02-18,11,B00542,PLT-02,11
DL00917,ASN500038,P1320,2026-03-11,129,B00542,PLT-02,17
DL00918,ASN500008,P1321,2026-01-15,14,B00543,PLT-03,13
DL00918,ASN500008,P1321,2026-01-15,14,B00544,PLT-02,1
DL00919,ASN500046,P1321,2026-04-20,163,B00544,PLT-02,59
DL00919,ASN500046,P1321,2026-04-20,163,B00545,PLT-02,104
DL00920,ASN500100,P1321,2026-01-26,126,B00545,PLT-02,126
DL00921,ASN500114,P1321,2026-02-04,105,B00545,PLT-02,105
DL00922,ASN500132,P1322,2026-02-21,24,B00546,PLT-01,24
DL00923,ASN500084,P1322,2026-02-02,140,B00546,PLT-01,140
DL00924,ASN500079,P1322,2026-03-22,38,B00546,PLT-01,38
DL00925,ASN500011,P1322,2026-01-27,59,B00546,PLT-01,59
DL00926,ASN500092,P1322,2026-02-17,124,B00546,PLT-01,124
DL00927,ASN500119,P1323,2026-05-05,104,B00547,PLT-01,33
DL00927,ASN500119,P1323,2026-05-05,104,B00547,PLT-03,71
DL00928,ASN500090,P1323,2026-01-06,85,B00547,PLT-03,85
DL00929,ASN500085,P1323,2026-03-08,153,B00547,PLT-03,5
DL00929,ASN500085,P1323,2026-03-08,153,B00548,PLT-01,148
DL00930,ASN500085,P1323,2026-01-08,63,B00548,PLT-01,63
DL00931,ASN500063,P1323,2026-04-28,122,B00548,PLT-01,68
DL00931,ASN500063,P1323,2026-04-28,122,B00548,PLT-02,54
DL00932,ASN500011,P1324,2026-01-24,166,B00549,PLT-03,166
DL00933,ASN500036,P1324,2026-02-24,74,B00549,PLT-03,3
DL00933,ASN500036,P1324,2026-02-24,74,B00550,PLT-03,4
DL00933,ASN500036,P1324,2026-02-24,74,B00551,PLT-01,67
DL00934,ASN500069,P1324,2026-03-11,21,B00551,PLT-01,21
DL00935,ASN500067,P1324,2026-03-19,96,B00551,PLT-01,96
DL00936,ASN500135,P1324,2026-01-23,154,B00551,PLT-01,50
DL00937,ASN500024,P1325,2026-04-15,56,B00552,PLT-03,10
DL00937,ASN500024,P1325,2026-04-15,56,B00553,PLT-01,24
DL00938,ASN500025,P1326,2026-04-17,97,B00554,PLT-02,8
DL00938,ASN500025,P1326,2026-04-17,97,B00555,PLT-03,76
DL00938,ASN500025,P1326,2026-04-17,97,B00556,PLT-01,13
DL00939,ASN500072,P1326,2026-04-27,65,B00556,PLT-01,65
DL00940,ASN500036,P1326,2026-01-15,179,B00556,PLT-01,179
DL00941,ASN500077,P1326,2026-04-10,92,B00556,PLT-01,92
DL00945,ASN500082,P1328,2026-03-11,128,B00557,PLT-01,128
DL00946,ASN500094,P1328,2026-04-19,67,B00557,PLT-01,67
DL00947,ASN500060,P1328,2026-01-25,94,B00557,PLT-01,35
DL00950,ASN500077,P1330,2026-03-22,48,B00558,PLT-03,48
DL00951,ASN500016,P1330,2026-02-13,41,B00558,PLT-03,41
DL00952,ASN500078,P1330,2026-04-09,69,B00558,PLT-03,69
DL00953,ASN500087,P1330,2026-05-03,23,B00558,PLT-03,23
DL00954,ASN500020,P1331,2026-01-28,154,B00559,PLT-01,13
DL00954,ASN500020,P1331,2026-01-28,154,B00559,PLT-02,71
DL00954,ASN500020,P1331,2026-01-28,154,B00560,PLT-02,70
DL00955,ASN500077,P1331,2026-02-20,153,B00560,PLT-02,81
DL00955,ASN500077,P1331,2026-02-20,153,B00561,PLT-01,72
DL00956,ASN500091,P1332,2026-04-08,114,B00562,PLT-02,114
DL00957,ASN500017,P1332,2026-02-15,129,B00562,PLT-02,129
DL00958,ASN500044,P1332,2026-04-30,75,B00562,PLT-02,75
DL00959,ASN500065,P1332,2026-01-08,144,B00562,PLT-02,144
DL00960,ASN500068,P1333,2026-04-06,65,B00563,PLT-02,65
DL00961,ASN500005,P1333,2026-01-12,60,B00563,PLT-02,36
DL00962,ASN500114,P1334,2026-04-30,56,B00564,PLT-01,56
DL00963,ASN500072,P1334,2026-03-29,133,B00564,PLT-01,133
DL00964,ASN500025,P1334,2026-02-05,55,B00564,PLT-01,55
DL00965,ASN500014,P1334,2026-03-23,38,B00564,PLT-01,38
DL00966,ASN500020,P1335,2026-04-19,23,B00565,PLT-01,22
DL00966,ASN500020,P1335,2026-04-19,23,B00565,PLT-02,1
DL00967,ASN500087,P1336,2026-01-06,39,B00566,PLT-02,39
DL00968,ASN500048,P1336,2026-03-15,74,B00566,PLT-02,74
DL00969,ASN500003,P1336,2026-02-16,168,B00566,PLT-02,168
DL00970,ASN500007,P1336,2026-02-16,59,B00566,PLT-02,59
DL00971,ASN500083,P1336,2026-03-30,11,B00566,PLT-02,11
DL00976,ASN500065,P1338,2026-04-27,123,B00567,PLT-01,123
DL00977,ASN500003,P1338,2026-05-04,11,B00567,PLT-01,11
DL00978,ASN500081,P1338,2026-03-30,149,B00567,PLT-01,33
DL00980,ASN500084,P1339,2026-01-17,45,B00568,PLT-01,45
DL00981,ASN500004,P1339,2026-02-01,44,B00568,PLT-01,44
DL00982,ASN500036,P1339,2026-04-14,140,B00568,PLT-01,140
DL00983,ASN500023,P1339,2026-04-20,96,B00568,PLT-01,96
DL00984,ASN500092,P1339,2026-02-19,113,B00568,PLT-01,113
DL00985,ASN500039,P1340,2026-03-24,173,B00569,PLT-02,173
DL00986,ASN500084,P1340,2026-04-10,63,B00569,PLT-02,63
DL00987,ASN500066,P1340,2026-04-13,127,B00569,PLT-02,127
DL00988,ASN500008,P1340,2026-02-14,170,B00569,PLT-02,170
DL00989,ASN500116,P1340,2026-02-10,148,B00569,PLT-02,148
DL00993,ASN500092,P1342,2026-03-27,43,B00570,PLT-02,13
DL00994,ASN500102,P1343,2026-05-05,28,B00571,PLT-02,12
DL00994,ASN500102,P1343,2026-05-05,28,B00571,PLT-03,16
DL00995,ASN500007,P1343,2026-01-23,164,B00571,PLT-03,26
DL00995,ASN500007,P1343,2026-01-23,164,B00572,PLT-03,67
DL00996,ASN500015,P1344,2026-03-11,144,B00573,PLT-01,33
DL00996,ASN500015,P1344,2026-03-11,144,B00574,PLT-01,96
DL00996,ASN500015,P1344,2026-03-11,144,B00574,PLT-03,15
DL00997,ASN500046,P1345,2026-05-06,71,B00575,PLT-01,71
DL00998,ASN500093,P1345,2026-05-01,43,B00575,PLT-01,43
DL00999,ASN500041,P1346,2026-01-09,140,B00576,PLT-02,1
DL00999,ASN500041,P1346,2026-01-09,140,B00577,PLT-02,38
DL00999,ASN500041,P1346,2026-01-09,140,B00577,PLT-03,37
